_id,Index_,Event_Unique_ID,Occurrence_year,Division,Homicide_Type,Occurrence_Date,Hood_ID,Neighbourhood,Lat,Long,ObjectId,geometry,Longitude,Latitude
258,158,1578377,2006,D31,Other,2006-04-07T04:00:00,21,Humber Summit (21),,-79.5490723,258,"{u'type': u'Point', u'coordinates': (-79.5490723, 43.7506523)}",-79.5490723,43.7506523
259,159,1673447,2006,D31,Stabbing,2006-04-20T04:00:00,26,Downsview-Roding-CFB (26),,-79.4714661,259,"{u'type': u'Point', u'coordinates': (-79.4714661, 43.7296066)}",-79.4714661,43.7296066
260,160,1636602,2006,D33,Stabbing,2006-04-26T04:00:00,47,Don Valley Village (47),,-79.3443222,260,"{u'type': u'Point', u'coordinates': (-79.3443222, 43.7809792)}",-79.3443222,43.7809792
261,161,1473434,2006,D54,Shooting,2006-04-29T04:00:00,44,Flemingdon Park (44),,-79.3285294,261,"{u'type': u'Point', u'coordinates': (-79.3285294, 43.7190323)}",-79.3285294,43.7190323
262,162,1686110,2006,D22,Stabbing,2006-04-29T04:00:00,18,New Toronto (18),,-79.5088959,262,"{u'type': u'Point', u'coordinates': (-79.5088959, 43.6015396)}",-79.5088959,43.6015396
263,163,1439616,2006,D54,Stabbing,2006-05-02T04:00:00,66,Danforth (66),,-79.3236389,263,"{u'type': u'Point', u'coordinates': (-79.3236389, 43.6833687)}",-79.3236389,43.6833687
264,164,1506152,2006,D52,Stabbing,2006-05-15T04:00:00,78,Kensington-Chinatown (78),,-79.3957214,264,"{u'type': u'Point', u'coordinates': (-79.3957214, 43.6522675)}",-79.3957214,43.6522675
265,165,1714664,2006,D54,Other,2006-05-17T04:00:00,61,Taylor-Massey (61),,-79.2937241,265,"{u'type': u'Point', u'coordinates': (-79.2937241, 43.6925888)}",-79.2937241,43.6925888
266,166,1465047,2006,D13,Other,2006-05-26T04:00:00,106,Humewood-Cedarvale (106),,-79.4208679,266,"{u'type': u'Point', u'coordinates': (-79.4208679, 43.6861954)}",-79.4208679,43.6861954
267,167,1630473,2006,D43,Shooting,2006-05-28T04:00:00,137,Woburn (137),,-79.215683,267,"{u'type': u'Point', u'coordinates': (-79.215683, 43.7605743)}",-79.215683,43.7605743
268,168,1441432,2006,D12,Shooting,2006-06-03T04:00:00,113,Weston (113),,-79.5065842,268,"{u'type': u'Point', u'coordinates': (-79.5065842, 43.6956444)}",-79.5065842,43.6956444
269,169,1677509,2006,D31,Stabbing,2006-06-03T04:00:00,26,Downsview-Roding-CFB (26),,-79.4860001,269,"{u'type': u'Point', u'coordinates': (-79.4860001, 43.7428703)}",-79.4860001,43.7428703
270,170,1433643,2006,D31,Shooting,2006-06-12T04:00:00,28,Rustic (28),,-79.5023117,270,"{u'type': u'Point', u'coordinates': (-79.5023117, 43.7165451)}",-79.5023117,43.7165451
271,171,1269372,2006,D12,Stabbing,2006-06-13T04:00:00,115,Mount Dennis (115),,-79.4920197,271,"{u'type': u'Point', u'coordinates': (-79.4920197, 43.6879234)}",-79.4920197,43.6879234
272,172,1556233,2006,D31,Stabbing,2006-06-22T04:00:00,26,Downsview-Roding-CFB (26),,-79.5081558,272,"{u'type': u'Point', u'coordinates': (-79.5081558, 43.7190781)}",-79.5081558,43.7190781
273,173,1523520,2006,D42,Shooting,2006-06-23T04:00:00,132,Malvern (132),,-79.2244797,273,"{u'type': u'Point', u'coordinates': (-79.2244797, 43.8025093)}",-79.2244797,43.8025093
274,174,1712933,2006,D51,Other,2006-06-23T04:00:00,75,Church-Yonge Corridor (75),,-79.3813629,274,"{u'type': u'Point', u'coordinates': (-79.3813629, 43.6667061)}",-79.3813629,43.6667061
275,175,1614702,2006,D51,Shooting,2006-06-26T04:00:00,77,Waterfront Communities-The Island (77),,-79.3685532,275,"{u'type': u'Point', u'coordinates': (-79.3685532, 43.6472855)}",-79.3685532,43.6472855
276,176,1463143,2006,D12,Shooting,2006-07-02T04:00:00,90,Junction Area (90),,-79.4740753,276,"{u'type': u'Point', u'coordinates': (-79.4740753, 43.6789017)}",-79.4740753,43.6789017
277,177,1436777,2006,D22,Shooting,2006-07-05T04:00:00,20,Alderwood (20),,-79.5448608,277,"{u'type': u'Point', u'coordinates': (-79.5448608, 43.600853)}",-79.5448608,43.600853
278,178,1680741,2006,D51,Shooting,2006-07-11T04:00:00,75,Church-Yonge Corridor (75),,-79.3764572,278,"{u'type': u'Point', u'coordinates': (-79.3764572, 43.6548309)}",-79.3764572,43.6548309
279,179,1789165,2006,D42,Shooting,2006-07-12T04:00:00,131,Rouge (131),,-79.2264557,279,"{u'type': u'Point', u'coordinates': (-79.2264557, 43.8298149)}",-79.2264557,43.8298149
280,180,1482034,2006,D12,Shooting,2006-07-12T04:00:00,115,Mount Dennis (115),,-79.4920197,280,"{u'type': u'Point', u'coordinates': (-79.4920197, 43.6879234)}",-79.4920197,43.6879234
281,181,1720929,2006,D23,Stabbing,2006-07-14T04:00:00,1,West Humber-Clairville (1),,-79.5920868,281,"{u'type': u'Point', u'coordinates': (-79.5920868, 43.7321815)}",-79.5920868,43.7321815
282,182,1753633,2006,D54,Stabbing,2006-07-15T04:00:00,54,O'Connor-Parkview (54),,-79.3106232,282,"{u'type': u'Point', u'coordinates': (-79.3106232, 43.7138062)}",-79.3106232,43.7138062
283,183,1436568,2006,D52,Shooting,2006-07-17T04:00:00,54,O'Connor-Parkview (54),,-79.3106232,283,"{u'type': u'Point', u'coordinates': (-79.3106232, 43.7138062)}",-79.3106232,43.7138062
284,184,1558823,2006,D54,Other,2006-06-02T04:00:00,66,Danforth (66),,-79.3327179,284,"{u'type': u'Point', u'coordinates': (-79.3327179, 43.6822777)}",-79.3327179,43.6822777
285,185,1436461,2006,D42,Other,2006-07-27T04:00:00,132,Malvern (132),,-79.2155991,285,"{u'type': u'Point', u'coordinates': (-79.2155991, 43.8078041)}",-79.2155991,43.8078041
286,186,1684861,2006,D11,Other,2006-08-05T04:00:00,85,South Parkdale (85),,-79.4366074,286,"{u'type': u'Point', u'coordinates': (-79.4366074, 43.6387367)}",-79.4366074,43.6387367
287,187,1467979,2006,D52,Stabbing,2006-09-11T04:00:00,76,Bay Street Corridor (76),,-79.3848953,287,"{u'type': u'Point', u'coordinates': (-79.3848953, 43.6585121)}",-79.3848953,43.6585121
288,188,1467979,2006,D52,Stabbing,2006-09-11T04:00:00,76,Bay Street Corridor (76),,-79.3848953,288,"{u'type': u'Point', u'coordinates': (-79.3848953, 43.6585121)}",-79.3848953,43.6585121
289,189,1442534,2006,D42,Shooting,2006-09-14T04:00:00,117,L'Amoreaux (117),,-79.3070679,289,"{u'type': u'Point', u'coordinates': (-79.3070679, 43.8006516)}",-79.3070679,43.8006516
290,190,1825448,2006,D43,Other,2006-09-17T04:00:00,137,Woburn (137),,-79.2403641,290,"{u'type': u'Point', u'coordinates': (-79.2403641, 43.770462)}",-79.2403641,43.770462
291,191,1873074,2006,D14,Shooting,2006-09-17T04:00:00,85,South Parkdale (85),,-79.4291306,291,"{u'type': u'Point', u'coordinates': (-79.4291306, 43.6385841)}",-79.4291306,43.6385841
292,192,1859866,2006,D42,Stabbing,2006-09-17T04:00:00,116,Steeles (116),,-79.3256378,292,"{u'type': u'Point', u'coordinates': (-79.3256378, 43.8073692)}",-79.3256378,43.8073692
293,193,1696275,2006,D41,Other,2006-09-21T04:00:00,122,Birchcliffe-Cliffside (122),,-79.2564621,293,"{u'type': u'Point', u'coordinates': (-79.2564621, 43.7101784)}",-79.2564621,43.7101784
294,194,1448580,2006,D51,Other,2006-09-22T04:00:00,75,Church-Yonge Corridor (75),,-79.3837357,294,"{u'type': u'Point', u'coordinates': (-79.3837357, 43.662899)}",-79.3837357,43.662899
295,195,1710058,2006,D31,Shooting,2006-09-25T04:00:00,21,Humber Summit (21),,-79.5691071,295,"{u'type': u'Point', u'coordinates': (-79.5691071, 43.7590561)}",-79.5691071,43.7590561
296,196,1905589,2006,D54,Shooting,2006-10-09T04:00:00,43,Victoria Village (43),,-79.3044662,296,"{u'type': u'Point', u'coordinates': (-79.3044662, 43.7189102)}",-79.3044662,43.7189102
297,197,1696286,2006,D41,Other,2006-10-17T04:00:00,119,Wexford/Maryvale (119),,-79.3004837,297,"{u'type': u'Point', u'coordinates': (-79.3004837, 43.7279434)}",-79.3004837,43.7279434
298,198,1603174,2006,D43,Stabbing,2006-10-21T04:00:00,135,Morningside (135),,-79.1943588,298,"{u'type': u'Point', u'coordinates': (-79.1943588, 43.7892799)}",-79.1943588,43.7892799
299,199,1877732,2006,D22,Other,2006-10-27T04:00:00,16,Stonegate-Queensway (16),,-79.4962692,299,"{u'type': u'Point', u'coordinates': (-79.4962692, 43.6277351)}",-79.4962692,43.6277351
300,200,1855834,2006,D51,Stabbing,2006-10-11T04:00:00,71,Cabbagetown-South St.James Town (71),,-79.3641586,300,"{u'type': u'Point', u'coordinates': (-79.3641586, 43.6660957)}",-79.3641586,43.6660957
301,601,4911563,2013,D14,Other,2013-01-19T05:00:00,93,Dovercourt-Wallace Emerson-Junction (93),,-79.4262848,301,"{u'type': u'Point', u'coordinates': (-79.4262848, 43.6698418)}",-79.4262848,43.6698418
302,401,3363634,2009,D51,Shooting,2009-08-04T04:00:00,17,Mimico (includes Humber Bay Shores) (17),,-79.4945831,302,"{u'type': u'Point', u'coordinates': (-79.4945831, 43.6104546)}",-79.4945831,43.6104546
303,701,1786165,2006,D42,Shooting,2006-07-12T04:00:00,131,Rouge (131),,-79.2264557,303,"{u'type': u'Point', u'coordinates': (-79.2264557, 43.8298149)}",-79.2264557,43.8298149
304,301,2520381,2008,D43,Shooting,2008-02-01T05:00:00,138,Eglinton East (138),,-79.2447205,304,"{u'type': u'Point', u'coordinates': (-79.2447205, 43.7447929)}",-79.2447205,43.7447929
305,302,2428060,2008,D42,Shooting,2008-02-17T05:00:00,132,Malvern (132),,-79.2305603,305,"{u'type': u'Point', u'coordinates': (-79.2305603, 43.8135796)}",-79.2305603,43.8135796
306,303,2377423,2008,D43,Shooting,2008-02-22T05:00:00,137,Woburn (137),,-79.2114182,306,"{u'type': u'Point', u'coordinates': (-79.2114182, 43.7637329)}",-79.2114182,43.7637329
307,304,2604028,2008,D14,Other,2008-02-23T05:00:00,81,Trinity-Bellwoods (81),,-79.4095001,307,"{u'type': u'Point', u'coordinates': (-79.4095001, 43.647747)}",-79.4095001,43.647747
308,305,2651936,2008,D32,Other,2008-02-28T05:00:00,33,Clanton Park (33),,-79.456749,308,"{u'type': u'Point', u'coordinates': (-79.456749, 43.751667)}",-79.456749,43.751667
309,306,2704738,2008,D32,Shooting,2008-03-14T04:00:00,31,Yorkdale-Glen Park (31),,-79.4482269,309,"{u'type': u'Point', u'coordinates': (-79.4482269, 43.7191162)}",-79.4482269,43.7191162
310,307,2722663,2008,D22,Stabbing,2008-03-18T04:00:00,13,Etobicoke West Mall (13),,-79.5722122,310,"{u'type': u'Point', u'coordinates': (-79.5722122, 43.6523972)}",-79.5722122,43.6523972
311,308,2371247,2008,D55,Shooting,2008-03-18T04:00:00,70,South Riverdale (70),,-79.3416061,311,"{u'type': u'Point', u'coordinates': (-79.3416061, 43.6648445)}",-79.3416061,43.6648445
312,309,2586161,2008,D14,Stabbing,2008-04-17T04:00:00,93,Dovercourt-Wallace Emerson-Junction (93),,-79.4458618,312,"{u'type': u'Point', u'coordinates': (-79.4458618, 43.6620674)}",-79.4458618,43.6620674
313,310,2651181,2008,D43,Stabbing,2008-05-04T04:00:00,139,Scarborough Village (139),,-79.2197266,313,"{u'type': u'Point', u'coordinates': (-79.2197266, 43.7451057)}",-79.2197266,43.7451057
314,702,4140412,2011,D41,Other,2011-10-17T04:00:00,120,Clairlea-Birchmount (120),,-79.2633667,314,"{u'type': u'Point', u'coordinates': (-79.2633667, 43.7125626)}",-79.2633667,43.7125626
315,311,2743492,2008,D12,Stabbing,2008-04-30T04:00:00,90,Junction Area (90),,-79.4656143,315,"{u'type': u'Point', u'coordinates': (-79.4656143, 43.6678658)}",-79.4656143,43.6678658
316,703,3405116,2011,D14,Other,2011-10-07T04:00:00,84,Little Portugal (84),,-79.4228516,316,"{u'type': u'Point', u'coordinates': (-79.4228516, 43.6412392)}",-79.4228516,43.6412392
317,402,3348714,2009,D41,Shooting,2009-08-05T04:00:00,138,Eglinton East (138),,-79.2531891,317,"{u'type': u'Point', u'coordinates': (-79.2531891, 43.7355843)}",-79.2531891,43.7355843
318,312,2577122,2008,D43,Other,2008-05-04T04:00:00,139,Scarborough Village (139),,-79.2197266,318,"{u'type': u'Point', u'coordinates': (-79.2197266, 43.7451057)}",-79.2197266,43.7451057
319,704,4913786,2013,D31,Shooting,2013-02-24T05:00:00,21,Humber Summit (21),,-79.542305,319,"{u'type': u'Point', u'coordinates': (-79.542305, 43.7684555)}",-79.542305,43.7684555
320,705,5000885,2013,D32,Shooting,2013-06-16T04:00:00,51,Willowdale East (51),,-79.4108047,320,"{u'type': u'Point', u'coordinates': (-79.4108047, 43.7697296)}",-79.4108047,43.7697296
321,706,GO-20131032372,2013,D23,Shooting,2013-11-24T05:00:00,2,Mount Olive-Silverstone-Jamestown (2),,-79.5858307,321,"{u'type': u'Point', u'coordinates': (-79.5858307, 43.7509766)}",-79.5858307,43.7509766
322,707,3386271,2009,D12,Other,2009-05-20T04:00:00,111,Rockcliffe-Smythe (111),,-79.48246,322,"{u'type': u'Point', u'coordinates': (-79.48246, 43.6837349)}",-79.48246,43.6837349
323,708,GO-20143392120,2014,D53,Stabbing,2014-11-29T05:00:00,55,Thorncliffe Park (55),,-79.3413849,323,"{u'type': u'Point', u'coordinates': (-79.3413849, 43.7080193)}",-79.3413849,43.7080193
324,709,GO-20143392120,2014,D53,Stabbing,2014-11-29T05:00:00,55,Thorncliffe Park (55),,-79.3413849,324,"{u'type': u'Point', u'coordinates': (-79.3413849, 43.7080193)}",-79.3413849,43.7080193
325,710,GO-20143392120,2014,D53,Stabbing,2014-11-29T05:00:00,55,Thorncliffe Park (55),,-79.3413849,325,"{u'type': u'Point', u'coordinates': (-79.3413849, 43.7080193)}",-79.3413849,43.7080193
326,711,GO-20143310199,2014,D52,Shooting,2014-11-16T05:00:00,76,Bay Street Corridor (76),,-79.3860626,326,"{u'type': u'Point', u'coordinates': (-79.3860626, 43.6552429)}",-79.3860626,43.6552429
327,712,GO-20143420091,2014,D51,Stabbing,2014-12-01T05:00:00,74,North St.James Town (74),,-79.3737793,327,"{u'type': u'Point', u'coordinates': (-79.3737793, 43.6672974)}",-79.3737793,43.6672974
328,713,GO-20143423102,2014,D41,Stabbing,2014-12-04T05:00:00,127,Bendale (127),,-79.2548218,328,"{u'type': u'Point', u'coordinates': (-79.2548218, 43.7455254)}",-79.2548218,43.7455254
329,714,GO-20143455828,2014,D11,Stabbing,2014-12-09T05:00:00,88,High Park North (88),,-79.4682236,329,"{u'type': u'Point', u'coordinates': (-79.4682236, 43.6563339)}",-79.4682236,43.6563339
330,715,GO-20143536404,2014,D14,Other,2014-12-15T05:00:00,84,Little Portugal (84),,-79.4247971,330,"{u'type': u'Point', u'coordinates': (-79.4247971, 43.6430168)}",-79.4247971,43.6430168
331,716,GO-201555992,2015,D51,Stabbing,2015-01-10T05:00:00,75,Church-Yonge Corridor (75),,-79.3767166,331,"{u'type': u'Point', u'coordinates': (-79.3767166, 43.6624222)}",-79.3767166,43.6624222
332,717,GO-201599853,2015,D32,Stabbing,2015-01-17T05:00:00,50,Newtonbrook East (50),,-79.412674,332,"{u'type': u'Point', u'coordinates': (-79.412674, 43.7813377)}",-79.412674,43.7813377
333,718,GO-2015159448,2015,D32,Shooting,2015-01-27T05:00:00,31,Yorkdale-Glen Park (31),,-79.4493713,333,"{u'type': u'Point', u'coordinates': (-79.4493713, 43.7208595)}",-79.4493713,43.7208595
334,719,GO-2015179790,2015,D14,Shooting,2015-01-31T05:00:00,78,Kensington-Chinatown (78),,-79.4060211,334,"{u'type': u'Point', u'coordinates': (-79.4060211, 43.6523132)}",-79.4060211,43.6523132
335,720,GO-2015205271,2015,D41,Other,2015-02-04T05:00:00,120,Clairlea-Birchmount (120),,-79.262207,335,"{u'type': u'Point', u'coordinates': (-79.262207, 43.7125587)}",-79.262207,43.7125587
336,721,GO-2015346652,2015,D55,Shooting,2015-02-28T05:00:00,64,Woodbine Corridor (64),,-79.3208923,336,"{u'type': u'Point', u'coordinates': (-79.3208923, 43.6839447)}",-79.3208923,43.6839447
337,722,GO-2015346652,2015,D55,Shooting,2015-02-28T05:00:00,64,Woodbine Corridor (64),,-79.3208923,337,"{u'type': u'Point', u'coordinates': (-79.3208923, 43.6839447)}",-79.3208923,43.6839447
338,723,GO-2015453427,2015,D23,Shooting,2015-03-17T04:00:00,6,Kingsview Village-The Westway (6),,-79.5486755,338,"{u'type': u'Point', u'coordinates': (-79.5486755, 43.7013283)}",-79.5486755,43.7013283
339,724,GO-2015473322,2015,D23,Stabbing,2015-03-21T04:00:00,7,Willowridge-Martingrove-Richview (7),,-79.5704117,339,"{u'type': u'Point', u'coordinates': (-79.5704117, 43.676342)}",-79.5704117,43.676342
340,725,GO-2015457868,2015,D22,Other,2015-03-18T04:00:00,17,Mimico (includes Humber Bay Shores) (17),,-79.4832687,340,"{u'type': u'Point', u'coordinates': (-79.4832687, 43.6205139)}",-79.4832687,43.6205139
341,726,GO-2015531511,2015,D23,Shooting,2015-03-30T04:00:00,2,Mount Olive-Silverstone-Jamestown (2),,-79.5864182,341,"{u'type': u'Point', u'coordinates': (-79.5864182, 43.7325096)}",-79.5864182,43.7325096
342,727,GO-2015618195,2015,D13,Other,2015-04-14T04:00:00,92,Corso Italia-Davenport (92),,-79.4408569,342,"{u'type': u'Point', u'coordinates': (-79.4408569, 43.6784363)}",-79.4408569,43.6784363
343,728,GO-2015669864,2015,D41,Stabbing,2015-04-23T04:00:00,122,Birchcliffe-Cliffside (122),,-79.263382,343,"{u'type': u'Point', u'coordinates': (-79.263382, 43.6922798)}",-79.263382,43.6922798
344,729,GO-2015586781,2015,D54,Other,2015-04-09T04:00:00,61,Taylor-Massey (61),,-79.3034821,344,"{u'type': u'Point', u'coordinates': (-79.3034821, 43.6951332)}",-79.3034821,43.6951332
345,730,GO-2015767516,2015,D43,Stabbing,2015-05-08T04:00:00,136,West Hill (136),,-79.1848831,345,"{u'type': u'Point', u'coordinates': (-79.1848831, 43.7648697)}",-79.1848831,43.7648697
346,731,GO-2015831181,2015,D54,Shooting,2015-05-19T04:00:00,66,Danforth (66),,-79.3247681,346,"{u'type': u'Point', u'coordinates': (-79.3247681, 43.6831207)}",-79.3247681,43.6831207
347,732,GO-2015819674,2015,D11,Other,2015-05-17T04:00:00,93,Dovercourt-Wallace Emerson-Junction (93),,-79.454155,347,"{u'type': u'Point', u'coordinates': (-79.454155, 43.6651268)}",-79.454155,43.6651268
348,733,GO-2015843494,2015,D11,Shooting,2015-05-20T04:00:00,93,Dovercourt-Wallace Emerson-Junction (93),,-79.4477463,348,"{u'type': u'Point', u'coordinates': (-79.4477463, 43.6597824)}",-79.4477463,43.6597824
349,734,GO-2015870230,2015,D43,Stabbing,2015-05-25T04:00:00,137,Woburn (137),,-79.2352676,349,"{u'type': u'Point', u'coordinates': (-79.2352676, 43.7577248)}",-79.2352676,43.7577248
350,735,GO-2015916307,2015,D43,Shooting,2015-06-01T04:00:00,137,Woburn (137),,-79.2352676,350,"{u'type': u'Point', u'coordinates': (-79.2352676, 43.7577248)}",-79.2352676,43.7577248
351,736,GO-2015922149,2015,D54,Stabbing,2015-05-30T04:00:00,60,Woodbine-Lumsden (60),,-79.3124084,351,"{u'type': u'Point', u'coordinates': (-79.3124084, 43.6894798)}",-79.3124084,43.6894798
352,737,GO-2015926649,2015,D51,Stabbing,2015-06-03T04:00:00,75,Church-Yonge Corridor (75),,-79.3789825,352,"{u'type': u'Point', u'coordinates': (-79.3789825, 43.6516953)}",-79.3789825,43.6516953
353,738,GO-2015988808,2015,D12,Other,2015-06-12T04:00:00,111,Rockcliffe-Smythe (111),,-79.4937515,353,"{u'type': u'Point', u'coordinates': (-79.4937515, 43.6716728)}",-79.4937515,43.6716728
354,739,GO-20151086599,2015,D14,Shooting,2015-06-28T04:00:00,84,Little Portugal (84),,-79.4237289,354,"{u'type': u'Point', u'coordinates': (-79.4237289, 43.6411324)}",-79.4237289,43.6411324
355,740,GO-20151086599,2015,D14,Shooting,2015-06-28T04:00:00,84,Little Portugal (84),,-79.4237289,355,"{u'type': u'Point', u'coordinates': (-79.4237289, 43.6411324)}",-79.4237289,43.6411324
356,741,GO-20151182401,2015,D43,Stabbing,2015-07-12T04:00:00,123,Cliffcrest (123),,-79.2297287,356,"{u'type': u'Point', u'coordinates': (-79.2297287, 43.729393)}",-79.2297287,43.729393
357,742,GO-20151178239,2015,D13,Other,2015-07-10T04:00:00,93,Dovercourt-Wallace Emerson-Junction (93),,-79.4472961,357,"{u'type': u'Point', u'coordinates': (-79.4472961, 43.6688118)}",-79.4472961,43.6688118
358,743,GO-20151325557,2015,D51,Stabbing,2015-08-03T04:00:00,74,North St.James Town (74),,-79.3723221,358,"{u'type': u'Point', u'coordinates': (-79.3723221, 43.6713562)}",-79.3723221,43.6713562
359,744,GO-20151330701,2015,D14,Shooting,2015-08-04T04:00:00,82,Niagara (82),,-79.4249268,359,"{u'type': u'Point', u'coordinates': (-79.4249268, 43.6326866)}",-79.4249268,43.6326866
360,745,GO-20151330701,2015,D14,Shooting,2015-08-04T04:00:00,82,Niagara (82),,-79.4249268,360,"{u'type': u'Point', u'coordinates': (-79.4249268, 43.6326866)}",-79.4249268,43.6326866
361,602,4902220,2013,D33,Other,2013-02-02T05:00:00,47,Don Valley Village (47),,-79.3569641,361,"{u'type': u'Point', u'coordinates': (-79.3569641, 43.7870178)}",-79.3569641,43.7870178
362,746,GO-20151352151,2015,D12,Stabbing,2015-08-07T04:00:00,91,Weston-Pellam Park (91),,-79.4638901,362,"{u'type': u'Point', u'coordinates': (-79.4638901, 43.6765747)}",-79.4638901,43.6765747
363,747,GO-20151362027,2015,D52,Shooting,2015-08-09T04:00:00,76,Bay Street Corridor (76),,-79.3832016,363,"{u'type': u'Point', u'coordinates': (-79.3832016, 43.6543198)}",-79.3832016,43.6543198
364,748,GO-20151423810,2015,D51,Shooting,2015-08-19T04:00:00,73,Moss Park (73),,-79.3710327,364,"{u'type': u'Point', u'coordinates': (-79.3710327, 43.6582947)}",-79.3710327,43.6582947
365,749,GO-20151428790,2015,D12,Shooting,2015-08-19T04:00:00,28,Rustic (28),,-79.5041122,365,"{u'type': u'Point', u'coordinates': (-79.5041122, 43.714138)}",-79.5041122,43.714138
366,750,GO-20151158745,2015,D23,Shooting,2015-07-09T04:00:00,2,Mount Olive-Silverstone-Jamestown (2),,-79.5864182,366,"{u'type': u'Point', u'coordinates': (-79.5864182, 43.7325096)}",-79.5864182,43.7325096
367,751,GO-20151536584,2015,D12,Stabbing,2015-09-06T04:00:00,111,Rockcliffe-Smythe (111),,-79.4997559,367,"{u'type': u'Point', u'coordinates': (-79.4997559, 43.6782417)}",-79.4997559,43.6782417
368,752,GO-20151577444,2015,D43,Stabbing,2015-09-12T04:00:00,136,West Hill (136),,-79.196434,368,"{u'type': u'Point', u'coordinates': (-79.196434, 43.7661514)}",-79.196434,43.7661514
369,753,GO-20151641806,2015,D43,Stabbing,2015-09-22T04:00:00,135,Morningside (135),,-79.2120667,369,"{u'type': u'Point', u'coordinates': (-79.2120667, 43.7895508)}",-79.2120667,43.7895508
370,754,GO-20151692243,2015,D43,Shooting,2015-10-01T04:00:00,134,Highland Creek (134),,-79.1568756,370,"{u'type': u'Point', u'coordinates': (-79.1568756, 43.7921066)}",-79.1568756,43.7921066
371,755,GO-20151791234,2015,D23,Shooting,2015-10-17T04:00:00,1,West Humber-Clairville (1),,-79.5955658,371,"{u'type': u'Point', u'coordinates': (-79.5955658, 43.6867599)}",-79.5955658,43.6867599
372,756,GO-20151869657,2015,D51,Shooting,2015-10-31T04:00:00,75,Church-Yonge Corridor (75),,-79.386116,372,"{u'type': u'Point', u'coordinates': (-79.386116, 43.6686325)}",-79.386116,43.6686325
373,757,GO-20151899333,2015,D53,Shooting,2015-11-04T05:00:00,56,Leaside-Bennington (56),,-79.3592606,373,"{u'type': u'Point', u'coordinates': (-79.3592606, 43.717308)}",-79.3592606,43.717308
374,758,GO-20151783770,2015,D55,Other,2015-11-10T05:00:00,64,Woodbine Corridor (64),,-79.3119049,374,"{u'type': u'Point', u'coordinates': (-79.3119049, 43.680378)}",-79.3119049,43.680378
375,759,GO-20151939320,2015,D41,Other,2015-11-10T05:00:00,120,Clairlea-Birchmount (120),,-79.2738876,375,"{u'type': u'Point', u'coordinates': (-79.2738876, 43.7132149)}",-79.2738876,43.7132149
376,760,GO-20151947851,2015,D51,Stabbing,2015-11-13T05:00:00,74,North St.James Town (74),,-79.3737793,376,"{u'type': u'Point', u'coordinates': (-79.3737793, 43.6672974)}",-79.3737793,43.6672974
377,761,GO-20151950148,2015,D42,Stabbing,2015-11-13T05:00:00,118,Tam O'Shanter-Sullivan (118),,-79.3086395,377,"{u'type': u'Point', u'coordinates': (-79.3086395, 43.776722)}",-79.3086395,43.776722
378,762,GO-20151975144,2015,D23,Shooting,2015-11-17T05:00:00,1,West Humber-Clairville (1),,-79.6040955,378,"{u'type': u'Point', u'coordinates': (-79.6040955, 43.7318459)}",-79.6040955,43.7318459
379,763,GO-20152050482,2015,D23,Shooting,2015-11-30T05:00:00,2,Mount Olive-Silverstone-Jamestown (2),,-79.5821152,379,"{u'type': u'Point', u'coordinates': (-79.5821152, 43.7432671)}",-79.5821152,43.7432671
380,764,GO-20152123843,2015,D52,Shooting,2015-12-11T05:00:00,77,Waterfront Communities-The Island (77),,-79.3939362,380,"{u'type': u'Point', u'coordinates': (-79.3939362, 43.6465149)}",-79.3939362,43.6465149
381,765,GO-20152125474,2015,D33,Shooting,2015-12-11T05:00:00,53,Henry Farm (53),,-79.341011,381,"{u'type': u'Point', u'coordinates': (-79.341011, 43.7762108)}",-79.341011,43.7762108
382,766,GO-20152151120,2015,D51,Stabbing,2015-12-15T05:00:00,75,Church-Yonge Corridor (75),,-79.3788757,382,"{u'type': u'Point', u'coordinates': (-79.3788757, 43.6606712)}",-79.3788757,43.6606712
383,767,GO-20152149617,2015,D31,Shooting,2015-12-15T05:00:00,21,Humber Summit (21),,-79.5720749,383,"{u'type': u'Point', u'coordinates': (-79.5720749, 43.7559776)}",-79.5720749,43.7559776
384,768,GO-20152123328,2015,D52,Stabbing,2015-12-11T05:00:00,76,Bay Street Corridor (76),,-79.3797302,384,"{u'type': u'Point', u'coordinates': (-79.3797302, 43.6473351)}",-79.3797302,43.6473351
385,769,GO-20152071129,2015,D41,Other,2015-11-28T05:00:00,121,Oakridge (121),,-79.2854004,385,"{u'type': u'Point', u'coordinates': (-79.2854004, 43.6969986)}",-79.2854004,43.6969986
386,770,GO-20152180756,2015,D13,Other,2015-12-20T05:00:00,106,Humewood-Cedarvale (106),,-79.4208679,386,"{u'type': u'Point', u'coordinates': (-79.4208679, 43.6861954)}",-79.4208679,43.6861954
387,771,GO-20152229877,2015,D53,Other,2015-12-30T05:00:00,100,Yonge-Eglinton (100),,-79.3973465,387,"{u'type': u'Point', u'coordinates': (-79.3973465, 43.7017975)}",-79.3973465,43.7017975
388,772,GO-201620700,2016,D54,Shooting,2016-01-04T05:00:00,61,Taylor-Massey (61),,-79.2912979,388,"{u'type': u'Point', u'coordinates': (-79.2912979, 43.6931458)}",-79.2912979,43.6931458
389,773,GO-201698593,2016,D32,Other,2016-01-17T05:00:00,50,Newtonbrook East (50),,-79.4104843,389,"{u'type': u'Point', u'coordinates': (-79.4104843, 43.7965355)}",-79.4104843,43.7965355
